Year_Birth,Income,Kidhome,Teenhome,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Response,Customer_Age,Customer_Tenure,Total_Children,Family_Size,Total_Spending,Total_Purchases,Total_Campaign_Acceptance,Average_Spending_Per_Purchase,Digital_Engagement,Deal_Dependency,Customer_Activity_Level,Education_Basic,Education_Graduation,Education_Master,Education_PhD,Marital_Status_Alone,Marital_Status_Divorced,Marital_Status_Married,Marital_Status_Single,Marital_Status_Together,Marital_Status_Widow,Marital_Status_YOLO,Preferred_Shopping_Channel_Store,Preferred_Shopping_Channel_Web,Product_Preference_Fruit,Product_Preference_Gold,Product_Preference_Meat,Product_Preference_Sweet,Product_Preference_Wine
1968,83664.0,1,1,57,866,21,151,28,21,86,3,2,2,12,5,0,0,0,0,0,0,0,58,13,2,3,1173,19,0,61.73684210526316,7,0.15789473684210525,24,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1
1979,90300.0,0,0,7,594,134,786,33,134,57,0,5,6,8,1,0,0,1,0,0,0,0,47,12,0,2,1738,19,1,91.47368421052632,6,0.0,20,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0
1979,62499.0,1,0,0,140,4,61,0,13,4,2,3,1,6,4,0,0,0,0,0,0,0,47,13,1,3,222,12,0,18.5,7,0.16666666666666666,16,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
1993,74293.0,0,0,66,375,152,335,93,91,81,1,5,4,6,2,0,0,0,0,0,0,0,33,12,0,1,1127,16,0,70.4375,7,0.0625,18,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
1946,51012.0,0,0,86,102,9,63,2,9,24,1,4,1,4,6,0,0,0,0,0,0,0,80,13,0,2,209,10,0,20.9,10,0.1,16,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1
1968,70777.0,0,1,80,554,35,113,0,7,78,3,5,3,12,3,0,0,0,0,0,0,0,58,12,1,3,787,23,0,34.21739130434783,8,0.13043478260869565,26,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
1991,68682.0,0,0,56,919,0,505,99,30,45,1,4,9,10,2,0,0,0,0,0,0,0,35,13,0,2,1598,24,0,66.58333333333333,6,0.041666666666666664,26,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1
1971,43824.0,1,1,18,96,1,42,12,3,32,4,3,1,4,8,0,0,0,0,0,0,0,55,14,2,4,186,12,0,15.5,11,0.3333333333333333,20,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
1984,15345.0,1,0,51,5,2,16,3,2,19,2,1,1,2,8,0,0,0,0,0,0,1,42,14,1,3,47,6,1,7.833333333333333,9,0.3333333333333333,14,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0
1987,23442.0,1,0,71,2,0,6,8,6,5,1,1,0,3,7,0,0,0,0,0,0,0,39,14,1,2,27,5,0,5.4,8,0.2,12,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
1980,14515.0,1,0,71,6,4,9,6,36,35,4,2,2,3,7,0,0,0,0,0,0,1,46,14,1,3,96,11,1,8.727272727272727,9,0.36363636363636365,18,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0
1956,31395.0,1,1,80,23,1,25,0,8,7,4,2,1,3,6,0,0,0,0,0,0,0,70,13,2,3,64,10,0,6.4,8,0.4,16,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
1965,75276.0,0,0,2,610,105,125,137,42,21,1,9,4,9,5,0,0,0,0,0,0,0,61,14,0,2,1040,23,0,45.21739130434783,14,0.043478260869565216,28,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
1974,42373.0,1,1,83,67,5,61,3,8,19,5,2,1,5,5,0,0,0,0,0,0,0,52,13,2,3,163,13,0,12.538461538461538,7,0.38461538461538464,18,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
1960,30507.0,0,0,29,65,36,74,38,20,110,1,5,1,4,7,0,0,0,0,0,0,0,66,13,0,2,343,11,0,31.181818181818183,12,0.09090909090909091,18,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0
1955,55521.0,1,2,11,416,0,26,0,0,4,9,6,3,6,7,0,1,0,0,0,0,1,71,13,3,4,446,24,2,18.583333333333332,13,0.375,31,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1
1965,48006.0,1,1,55,23,0,11,3,2,2,1,1,0,3,6,0,0,0,0,0,0,0,61,12,2,4,41,5,0,8.2,7,0.2,11,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
1972,27213.0,1,0,19,19,3,26,10,9,3,3,2,0,4,8,0,0,0,0,0,0,1,54,14,1,2,70,9,1,7.777777777777778,10,0.3333333333333333,17,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0
1971,65808.0,1,1,1,155,7,80,13,7,10,3,5,1,5,6,0,0,0,0,0,0,0,55,12,2,3,272,14,0,19.428571428571427,11,0.21428571428571427,20,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1
1974,30351.0,1,0,19,14,0,24,3,3,2,1,3,0,2,9,0,0,0,0,0,0,0,52,13,1,3,46,6,0,7.666666666666667,12,0.16666666666666666,15,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0
1963,50437.0,0,2,28,370,9,92,6,9,4,3,7,1,8,7,0,0,0,0,0,0,0,63,14,2,4,490,19,0,25.789473684210527,14,0.15789473684210525,26,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
1982,23616.0,1,0,76,4,22,11,3,7,32,2,3,0,3,8,0,0,0,0,0,0,1,44,14,1,2,79,8,1,9.875,11,0.25,16,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0
1976,53858.0,0,1,50,407,53,221,58,150,26,4,4,3,6,4,0,0,0,0,0,0,0,50,14,1,3,915,17,0,53.8235294117647,8,0.23529411764705882,21,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
1955,66465.0,0,1,1,1200,0,204,38,29,14,3,11,9,12,6,0,0,0,1,0,0,0,71,13,1,3,1485,35,1,42.42857142857143,17,0.08571428571428572,41,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1
1987,46923.0,1,0,90,85,44,54,102,78,6,3,5,1,7,7,0,0,0,0,0,0,0,39,14,1,2,369,16,0,23.0625,12,0.1875,23,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
1962,75072.0,0,1,83,583,34,309,0,22,125,2,5,4,8,3,0,0,0,0,0,0,0,64,13,1,3,1073,19,0,56.473684210526315,8,0.10526315789473684,22,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
1943,75865.0,0,0,73,483,0,591,156,0,12,1,3,5,10,1,0,0,0,0,0,0,0,83,12,0,2,1242,19,0,65.36842105263158,4,0.05263157894736842,20,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0
1975,19789.0,1,0,24,2,5,9,28,6,28,3,2,1,3,5,1,0,0,0,0,0,0,51,13,1,3,78,9,1,8.666666666666666,7,0.3333333333333333,14,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
1994,80134.0,0,0,11,966,26,282,52,26,26,1,2,7,11,5,0,1,1,1,1,0,0,32,12,0,2,1378,21,4,65.61904761904762,7,0.047619047619047616,26,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
1981,91065.0,0,0,33,822,114,108,179,137,114,1,7,9,9,3,0,0,1,1,0,0,1,45,13,0,1,1474,26,3,56.69230769230769,10,0.038461538461538464,29,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
1971,49505.0,1,1,4,604,0,100,19,0,28,9,10,2,8,8,0,0,0,0,0,0,0,55,13,2,4,751,29,0,25.896551724137932,18,0.3103448275862069,37,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
1973,37401.0,1,0,14,19,3,19,3,1,3,2,2,0,3,7,0,0,0,0,0,0,0,53,12,1,3,48,7,0,6.857142857142857,9,0.2857142857142857,14,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1
1983,30096.0,1,0,30,5,3,11,12,5,9,1,2,0,3,6,0,0,0,0,0,0,0,43,12,1,3,45,6,0,7.5,8,0.16666666666666666,12,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
1982,18492.0,1,0,75,2,2,2,2,1,1,1,1,0,2,8,0,0,0,0,0,0,0,44,12,1,3,10,4,0,2.5,9,0.25,12,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
1974,82584.0,0,0,26,1076,68,103,29,91,68,1,3,4,8,1,0,1,1,0,0,0,1,52,13,0,2,1435,16,3,89.6875,4,0.0625,17,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
1941,93027.0,0,0,77,1285,42,716,55,0,21,0,7,10,5,2,0,0,1,0,0,0,0,85,13,0,2,2119,22,1,96.31818181818181,9,0.0,24,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1953,48686.0,1,2,8,10,0,7,2,0,1,1,1,0,2,8,0,0,0,0,0,0,0,73,13,3,5,20,4,0,5.0,9,0.25,12,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
1986,92910.0,0,0,42,551,137,792,179,103,33,1,6,7,13,1,0,1,1,1,0,0,0,40,12,0,2,1795,27,3,66.48148148148148,7,0.037037037037037035,28,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0
1989,75433.0,1,0,28,800,0,297,0,34,57,2,2,5,10,6,0,1,0,1,0,0,0,37,12,1,3,1188,19,2,62.526315789473685,8,0.10526315789473684,25,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
1989,10404.0,1,0,52,2,2,11,10,6,12,2,1,0,4,5,0,0,0,0,0,0,0,37,12,1,3,43,7,0,6.142857142857143,6,0.2857142857142857,12,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0
1968,61314.0,0,1,1,378,0,189,97,172,172,2,5,5,12,3,0,0,0,0,0,0,0,58,13,1,3,1008,24,0,42.0,8,0.08333333333333333,27,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
1961,84865.0,0,0,1,1248,16,349,43,16,16,1,2,4,9,4,0,1,1,1,1,0,1,65,13,0,1,1688,16,5,105.5,6,0.0625,20,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1
1989,42387.0,1,0,42,235,0,235,19,4,191,5,8,1,7,8,0,0,0,0,0,0,0,37,14,1,3,684,21,0,32.57142857142857,16,0.23809523809523808,29,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
1967,67309.0,1,1,76,515,47,181,149,95,95,15,9,6,9,7,0,0,0,0,0,0,0,59,13,2,4,1082,39,0,27.743589743589745,16,0.38461538461538464,46,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
1964,75236.0,0,1,27,438,66,400,12,38,114,1,8,3,13,4,0,0,0,0,0,0,0,62,13,1,3,1068,25,0,42.72,12,0.04,29,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
1970,30015.0,1,0,28,25,0,22,2,3,5,2,1,0,4,5,0,0,0,0,0,0,0,56,12,1,2,57,7,0,8.142857142857142,6,0.2857142857142857,12,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
1956,50943.0,0,1,49,31,0,7,2,0,6,1,1,0,3,5,0,0,0,0,0,0,0,70,13,1,3,46,5,0,9.2,6,0.2,10,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
1966,67272.0,0,1,12,357,35,271,28,28,14,3,6,2,12,5,0,0,0,0,0,0,0,60,13,1,2,733,23,0,31.869565217391305,11,0.13043478260869565,28,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
1949,51529.0,0,1,14,400,4,35,6,0,22,2,9,1,5,8,0,0,0,0,0,0,0,77,13,1,2,467,17,0,27.470588235294116,17,0.11764705882352941,25,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
1971,32011.0,1,0,89,99,0,15,2,1,5,3,2,1,4,7,0,0,0,0,0,0,0,55,13,1,3,122,10,0,12.2,9,0.3,17,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1
1986,7500.0,1,0,96,1,11,5,4,6,9,2,2,0,3,8,0,0,0,0,0,0,0,40,13,1,3,36,7,0,5.142857142857143,10,0.2857142857142857,15,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0
1989,28691.0,1,0,56,5,4,13,8,0,4,1,1,0,3,8,0,0,0,0,0,0,0,37,13,1,3,34,5,0,6.8,9,0.2,13,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0
1948,56223.0,0,1,72,77,28,31,16,0,4,2,2,1,5,4,0,0,0,0,0,0,0,78,13,1,3,156,10,0,15.6,6,0.2,14,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1
1946,18100.0,0,0,14,3,1,2,4,3,1,1,0,0,3,5,0,0,0,0,0,0,0,80,13,0,2,14,4,0,3.5,5,0.25,9,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
1989,30279.0,1,0,13,10,4,14,4,4,1,1,1,0,3,8,0,0,0,0,0,0,0,37,14,1,2,37,5,0,7.4,9,0.2,13,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0
1974,20130.0,0,0,99,0,6,3,7,6,12,1,1,0,3,8,0,0,0,0,0,0,0,52,12,0,2,34,5,0,6.8,9,0.2,13,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
1959,23295.0,0,0,72,0,0,1,2,12,5,1,1,0,2,8,0,0,0,0,0,0,0,67,13,0,1,20,4,0,5.0,9,0.25,12,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
1972,42618.0,1,0,92,76,14,74,13,5,10,2,5,0,4,8,0,0,0,0,0,0,0,54,13,1,2,192,11,0,17.454545454545453,13,0.18181818181818182,19,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
1964,81246.0,0,0,87,398,190,537,61,156,37,1,4,5,7,1,1,0,0,1,0,0,0,62,13,0,1,1379,17,2,81.11764705882354,5,0.058823529411764705,18,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0
1976,24027.0,1,0,7,14,7,11,11,0,5,2,2,0,3,8,0,0,0,0,0,0,0,50,13,1,3,48,7,0,6.857142857142857,10,0.2857142857142857,15,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
1953,55707.0,0,1,91,208,7,82,30,66,35,2,3,2,9,3,0,0,0,0,0,0,0,73,13,1,3,428,16,0,26.75,6,0.125,19,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1
1955,57959.0,0,1,71,430,16,322,43,24,33,5,4,7,11,3,0,0,0,0,0,0,0,71,13,1,2,868,27,0,32.148148148148145,7,0.18518518518518517,30,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
1969,56796.0,0,1,24,656,38,161,62,47,37,3,8,9,7,7,0,0,0,0,0,0,0,57,13,1,3,1001,27,0,37.074074074074076,15,0.1111111111111111,34,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1971,36230.0,1,0,17,14,2,30,8,2,3,1,2,0,4,5,0,0,0,0,0,0,0,55,13,1,2,59,7,0,8.428571428571429,7,0.14285714285714285,12,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0
1980,70829.0,1,1,87,141,70,106,72,19,23,2,4,2,8,3,0,0,0,0,0,0,0,46,13,2,4,431,16,0,26.9375,7,0.125,19,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
1976,65991.0,0,1,21,507,19,364,25,47,9,3,9,5,10,7,0,0,0,0,0,0,0,50,14,1,3,971,27,0,35.96296296296296,16,0.1111111111111111,34,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
1972,38988.0,1,2,90,164,24,103,12,3,42,7,5,1,6,8,0,0,0,0,0,0,0,54,14,3,5,348,19,0,18.31578947368421,13,0.3684210526315789,27,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
1966,89572.0,0,0,44,606,24,974,197,194,64,1,7,7,9,4,0,1,0,1,0,0,1,60,14,0,1,2059,24,3,85.79166666666667,11,0.041666666666666664,28,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0
1984,42207.0,1,0,71,116,11,72,3,17,46,4,4,1,5,6,1,0,0,0,0,0,1,42,13,1,3,265,14,2,18.928571428571427,10,0.2857142857142857,20,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
1952,50300.0,0,1,52,143,15,60,24,23,5,2,2,1,8,2,0,0,0,0,0,0,0,74,12,1,3,270,13,0,20.76923076923077,4,0.15384615384615385,15,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
1982,66664.0,0,0,78,398,96,447,220,96,32,1,5,7,6,3,0,0,0,0,0,0,0,44,14,0,2,1289,19,0,67.84210526315789,8,0.05263157894736842,22,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
1964,60597.0,0,1,2,522,0,257,32,16,66,4,2,2,8,7,0,0,0,1,0,0,1,62,12,1,3,893,16,2,55.8125,9,0.25,23,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
1949,70165.0,0,0,60,161,0,253,199,191,122,1,3,7,11,1,0,0,0,0,0,0,0,77,13,0,1,926,22,0,42.09090909090909,4,0.045454545454545456,23,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0
1958,50520.0,0,1,25,112,0,6,2,1,14,2,3,1,3,6,0,0,0,0,0,0,0,68,12,1,2,135,9,0,15.0,9,0.2222222222222222,15,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1
1963,80124.0,0,0,47,483,84,398,205,84,241,1,3,7,8,1,1,0,0,0,0,0,0,63,12,0,2,1495,19,1,78.6842105263158,4,0.05263157894736842,20,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
1975,33183.0,1,0,46,7,5,39,17,15,37,2,4,0,3,7,0,0,0,0,0,0,0,51,12,1,3,120,9,0,13.333333333333334,11,0.2222222222222222,16,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
1969,66582.0,0,0,83,789,25,420,16,38,0,1,2,8,9,1,0,0,0,0,0,0,0,57,12,0,1,1288,20,0,64.4,3,0.05,21,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1
1955,75261.0,0,0,17,1239,17,413,23,34,17,1,5,6,5,2,0,1,1,0,0,0,1,71,13,0,2,1743,17,3,102.52941176470588,7,0.058823529411764705,19,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1
1970,31880.0,1,0,13,4,1,5,2,0,3,1,1,0,2,8,0,0,0,0,0,0,0,56,14,1,2,15,4,0,3.75,9,0.25,12,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0
1951,53790.0,0,2,86,335,42,127,28,5,5,3,7,2,8,6,0,0,0,0,0,0,0,75,12,2,4,542,20,0,27.1,13,0.15,26,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
1971,49269.0,1,0,92,639,8,166,11,8,58,3,7,3,12,7,0,0,0,0,0,0,0,55,14,1,3,890,25,0,35.6,14,0.12,32,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1
1975,61456.0,0,1,47,563,76,384,84,192,89,4,6,10,13,4,0,0,0,0,0,0,0,51,13,1,3,1388,33,0,42.06060606060606,10,0.12121212121212122,37,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
1980,37406.0,1,0,18,2,0,8,2,2,3,1,1,0,2,8,0,0,0,0,0,0,1,46,13,1,3,17,4,1,4.25,9,0.25,12,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0
1981,56937.0,1,0,81,746,8,125,11,8,8,7,8,6,9,6,0,1,0,0,0,0,1,45,14,1,3,906,30,2,30.2,14,0.23333333333333334,36,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1
1978,38415.0,1,1,91,22,1,13,4,0,4,2,1,0,3,7,0,0,0,0,0,0,0,48,13,2,4,44,6,0,7.333333333333333,8,0.3333333333333333,13,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
1988,20518.0,1,0,58,4,1,6,4,1,9,1,1,1,2,5,0,0,0,0,0,0,0,38,12,1,2,25,5,0,5.0,6,0.2,10,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0
1956,62503.0,0,1,40,478,0,193,110,75,117,4,8,3,11,5,0,0,0,0,0,0,0,70,13,1,3,973,26,0,37.42307692307692,13,0.15384615384615385,31,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
1972,41644.0,1,1,67,20,3,4,2,0,2,2,1,0,3,3,0,0,0,0,0,0,0,54,12,2,3,31,6,0,5.166666666666667,4,0.3333333333333333,9,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1
1977,55842.0,0,1,19,451,0,39,0,4,24,1,7,1,8,5,0,0,0,0,0,0,0,49,12,1,3,518,17,0,30.470588235294116,12,0.058823529411764705,22,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
1972,62010.0,0,1,93,371,22,39,6,0,92,4,6,2,7,5,0,0,0,0,0,0,0,54,14,1,3,530,19,0,27.894736842105264,11,0.21052631578947367,24,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1
1977,41124.0,1,0,41,281,7,84,15,0,119,7,7,3,4,8,0,0,0,0,0,0,0,49,14,1,3,506,21,0,24.095238095238095,15,0.3333333333333333,29,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
1973,38961.0,1,0,60,19,7,19,0,1,24,1,2,1,2,7,0,0,0,0,0,0,0,53,13,1,3,70,6,0,11.666666666666666,9,0.16666666666666666,13,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0
1972,37760.0,1,0,54,26,3,13,2,10,0,1,2,0,3,6,0,0,0,0,0,0,0,54,13,1,2,54,6,0,9.0,8,0.16666666666666666,12,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
1974,32233.0,1,0,26,138,15,35,25,11,72,2,6,2,2,9,1,0,0,0,0,0,1,52,14,1,2,296,12,2,24.666666666666668,15,0.16666666666666666,21,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
1975,43057.0,0,1,30,213,2,44,0,2,5,4,4,2,5,5,0,0,0,0,0,0,0,51,13,1,3,266,15,0,17.733333333333334,9,0.26666666666666666,20,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
1960,83151.0,0,0,93,407,28,100,120,74,18,1,5,9,4,3,0,0,0,0,0,0,0,66,14,0,2,747,19,0,39.31578947368421,8,0.05263157894736842,22,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
1964,78825.0,0,0,35,483,74,114,169,37,18,1,5,10,13,3,0,0,0,0,0,0,1,62,14,0,1,895,29,1,30.862068965517242,8,0.034482758620689655,32,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1
1976,65104.0,0,1,4,738,0,232,13,20,50,2,3,5,7,7,0,0,0,0,0,0,0,50,13,1,3,1053,17,0,61.94117647058823,10,0.11764705882352941,24,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
1974,60093.0,0,1,92,502,12,109,16,6,90,2,7,2,10,6,0,0,0,0,0,0,0,52,13,1,3,735,21,0,35.0,13,0.09523809523809523,27,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
1969,14045.0,1,0,24,11,0,5,2,1,1,1,1,0,3,7,0,0,0,0,0,0,0,57,12,1,3,20,5,0,4.0,8,0.2,12,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
1952,28457.0,0,0,96,24,1,108,29,29,14,1,4,1,4,8,0,0,0,0,0,0,0,74,14,0,1,205,10,0,20.5,12,0.1,18,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
1958,78952.0,0,1,11,1170,19,594,99,76,134,2,2,5,12,6,0,0,0,0,0,0,0,68,14,1,3,2092,21,0,99.61904761904762,8,0.09523809523809523,27,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1
1976,46310.0,1,0,99,185,2,88,15,5,14,2,6,1,5,8,0,0,0,0,0,0,0,50,14,1,2,309,14,0,22.071428571428573,14,0.14285714285714285,22,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
1955,76005.0,0,0,72,983,20,389,240,50,40,1,3,5,13,6,0,0,0,1,0,0,0,71,13,0,2,1722,22,1,78.27272727272727,9,0.045454545454545456,28,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
1964,58308.0,0,1,77,691,0,69,10,0,130,4,2,6,3,8,0,0,0,0,0,0,0,62,13,1,2,900,15,0,60.0,10,0.26666666666666666,23,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
1944,55614.0,0,0,85,504,13,131,8,0,26,1,9,4,6,7,0,1,0,0,0,0,0,82,13,0,1,682,20,1,34.1,16,0.05,27,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1
1962,59432.0,0,1,88,317,25,265,25,19,12,3,5,3,11,5,0,0,0,0,0,0,0,64,13,1,2,663,22,0,30.136363636363637,10,0.13636363636363635,27,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
1978,55563.0,0,1,22,29,1,9,2,0,2,1,2,0,3,3,0,0,0,0,0,0,0,48,12,1,2,43,6,0,7.166666666666667,5,0.16666666666666666,9,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
1971,78642.0,0,1,83,1396,0,322,46,35,17,1,4,9,4,6,0,0,0,0,0,0,0,55,13,1,3,1816,18,0,100.88888888888889,10,0.05555555555555555,24,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1
1949,67911.0,0,1,63,529,0,356,63,28,0,3,6,7,11,3,0,0,0,0,0,0,0,77,12,1,3,976,27,0,36.148148148148145,9,0.1111111111111111,30,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1
1944,65275.0,0,0,9,388,14,218,91,14,21,1,4,3,13,2,0,0,0,0,0,0,0,82,13,0,2,746,21,0,35.523809523809526,6,0.047619047619047616,23,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
1950,27203.0,1,1,92,13,2,21,4,0,24,2,1,1,2,8,0,0,0,0,0,0,0,76,14,2,4,64,6,0,10.666666666666666,9,0.3333333333333333,14,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0
1961,48330.0,0,1,2,28,0,4,0,0,0,1,1,0,3,5,0,0,0,0,0,0,0,65,13,1,3,32,5,0,6.4,6,0.2,10,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
1990,24279.0,0,0,6,16,36,21,20,62,108,1,4,1,3,8,0,0,0,0,0,0,0,36,14,0,2,263,9,0,29.22222222222222,12,0.1111111111111111,17,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0
