Customer_Age,Income,Total_Spending,Recency,Customer_Tenure,Family_Size,Total_Children,Purchase_Frequency,Accepted_Campaigns,NumWebPurchases,NumStorePurchases,NumCatalogPurchases,Cluster
60,89572.0,2059,44,4856,2,0,23,3,7,9,7,1
42,42207.0,265,71,4658,3,1,10,2,4,5,1,0
74,50300.0,270,52,4239,3,1,11,0,2,8,1,1
44,66664.0,1289,78,4846,2,0,18,0,5,6,7,1
62,60597.0,893,2,4383,3,1,12,2,2,8,2,1
77,70165.0,926,60,4484,2,0,21,0,3,11,7,1
68,50520.0,135,25,4356,3,1,7,0,3,3,1,0
63,80124.0,1495,47,4207,2,0,18,1,3,8,7,1
51,33183.0,120,46,4329,3,1,7,0,4,3,0,0
57,66582.0,1288,83,4322,2,0,19,0,2,9,8,1
71,75261.0,1743,17,4636,2,0,16,3,5,5,6,1
56,31880.0,15,13,4810,3,1,3,0,1,2,0,0
75,53790.0,542,86,4319,4,2,17,0,7,8,2,1
55,49269.0,890,92,4887,3,1,22,0,7,12,3,1
51,61456.0,1388,47,4663,3,1,29,0,6,13,10,1
46,37406.0,17,18,4466,3,1,3,1,1,2,0,0
45,56937.0,906,81,4898,3,1,23,2,8,9,6,1
48,38415.0,44,91,4747,4,2,4,0,1,3,0,0
38,20518.0,25,58,4246,3,1,4,0,1,2,1,0
70,62503.0,973,40,4700,3,1,22,0,8,11,3,1
54,41644.0,31,67,4255,4,2,4,0,1,3,0,0
49,55842.0,518,19,4241,3,1,16,0,7,8,1,1
54,62010.0,530,93,4818,3,1,15,0,6,7,2,1
49,41124.0,506,41,4810,3,1,14,0,7,4,3,1
53,38961.0,70,60,4385,3,1,5,0,2,2,1,0
54,37760.0,54,54,4526,3,1,5,0,2,3,0,0
52,32233.0,296,26,4883,3,1,10,2,6,2,2,0
51,43057.0,266,30,4446,3,1,11,0,4,5,2,0
66,83151.0,747,93,4831,2,0,18,0,5,4,9,1
62,78825.0,895,35,4857,2,0,28,1,5,13,10,1
50,65104.0,1053,4,4431,3,1,15,0,3,7,5,1
52,60093.0,735,92,4572,3,1,19,0,7,10,2,1
57,14045.0,20,24,4358,3,1,4,0,1,3,0,0
74,28457.0,205,96,4813,2,0,9,0,4,4,1,0
68,78952.0,2092,11,4847,3,1,19,0,2,12,5,1
50,46310.0,309,99,4777,3,1,12,0,6,5,1,0
71,76005.0,1722,72,4696,2,0,21,1,3,13,5,1
62,58308.0,900,77,4737,3,1,11,0,2,3,6,1
82,55614.0,682,85,4418,2,0,19,1,9,6,4,1
64,59432.0,663,88,4646,3,1,19,0,5,11,3,1
48,55563.0,43,22,4289,3,1,5,0,2,3,0,0
55,78642.0,1816,83,4638,3,1,17,0,4,4,9,1
77,67911.0,976,63,4242,3,1,24,0,6,11,7,1
82,65275.0,746,9,4656,2,0,20,0,4,13,3,1
76,27203.0,64,92,4896,4,2,4,0,1,2,1,0
65,48330.0,32,2,4430,3,1,4,0,1,3,0,0
36,24279.0,263,6,4751,2,0,8,0,4,3,1,0
41,64355.0,1445,66,4878,3,1,19,0,4,12,3,1
70,50943.0,46,49,4577,3,1,4,0,1,3,0,0
73,53653.0,1210,29,4803,2,0,26,0,10,12,4,1
50,65665.0,945,77,4413,3,1,23,0,5,8,10,1
37,81217.0,1157,77,4549,2,0,21,0,3,11,7,1
34,34935.0,137,71,4577,2,0,7,0,2,4,1,0
67,61250.0,730,49,4764,3,1,19,0,5,12,2,1
45,39665.0,216,97,4604,3,1,9,1,4,3,2,0
47,60152.0,943,6,4662,3,1,22,0,6,12,4,1
62,48920.0,347,93,4456,4,2,13,1,6,5,2,0
67,89120.0,1924,78,4308,2,0,18,1,5,7,6,1
80,44124.0,397,62,4618,3,1,13,0,6,5,2,0
51,81169.0,2089,47,4645,2,0,21,0,5,9,7,1
65,36443.0,138,9,4715,4,2,7,0,3,3,1,0
36,26095.0,42,77,4568,3,1,4,0,1,3,0,0
67,71367.0,777,24,4514,2,0,16,0,4,7,5,1
82,80184.0,1902,19,4324,2,0,19,2,6,10,3,1
61,30630.0,52,67,4357,4,2,5,0,2,3,0,0
39,73454.0,1651,95,4324,2,0,12,1,2,6,4,1
35,42691.0,358,48,4521,2,0,12,0,5,6,1,0
73,70503.0,1727,73,4841,2,0,15,2,2,9,4,1
39,25545.0,210,35,4863,3,1,7,1,2,3,2,0
40,32880.0,42,76,4776,3,1,4,0,1,3,0,0
68,77863.0,1291,20,4418,2,0,19,0,4,10,5,1
49,50353.0,442,72,4225,2,0,14,0,4,6,4,1
62,61839.0,1895,20,4890,2,0,16,0,4,4,8,1
66,49154.0,411,69,4442,4,2,13,0,4,8,1,1
51,47682.0,521,80,4703,3,1,15,0,4,8,3,1
57,72679.0,1168,65,4488,3,1,16,0,4,5,7,1
49,57954.0,493,52,4215,4,2,16,1,8,6,2,0
64,65316.0,260,65,4635,4,2,10,0,3,5,2,0
44,28567.0,46,57,4581,3,1,5,0,2,3,0,0
75,47352.0,319,70,4648,3,1,12,0,6,5,1,0
59,44931.0,96,0,4366,3,1,6,0,2,3,1,0
59,76982.0,1062,19,4338,2,0,15,2,8,4,3,1
74,57247.0,232,50,4529,3,1,10,0,2,7,1,0
45,22944.0,76,67,4392,3,1,6,0,3,3,0,0
49,25315.0,54,46,4438,3,1,6,0,3,3,0,0
57,43638.0,201,37,4896,3,1,9,0,4,4,1,0
42,42710.0,406,38,4782,3,1,12,0,4,3,5,1
44,84169.0,1919,9,4530,2,0,19,3,7,6,6,1
50,54058.0,662,56,4594,3,1,18,0,4,8,6,1
36,24683.0,41,98,4317,3,1,6,0,2,4,0,0
62,85620.0,1600,68,4377,2,0,13,1,3,4,6,1
46,47850.0,134,72,4412,3,1,7,0,3,4,0,0
58,19514.0,69,47,4358,4,2,6,2,3,2,1,0
53,27159.0,21,33,4296,4,2,4,0,1,3,0,0
63,39548.0,54,87,4294,4,2,5,0,1,3,1,0
37,21474.0,91,0,4286,3,1,6,2,3,2,1,0
55,60504.0,526,73,4346,3,1,16,0,6,8,2,1
63,22419.0,162,74,4641,2,0,7,0,3,2,2,0
77,81698.0,1008,4,4439,2,0,24,1,3,13,8,1
74,43462.0,240,50,4859,4,2,10,0,4,5,1,0
48,54880.0,795,57,4689,3,1,19,0,6,11,2,1
44,79908.0,1772,30,4654,2,0,18,1,5,7,6,1
56,15315.0,64,27,4534,2,0,6,0,2,4,0,0
67,87771.0,1957,61,4607,3,1,19,5,5,4,10,1
48,33039.0,78,4,4497,3,1,6,0,2,4,0,0
46,81741.0,1572,75,4582,2,0,19,0,6,7,6,1
55,71499.0,795,12,4573,3,1,24,0,8,13,3,1
56,62466.0,889,13,4369,3,1,21,0,6,12,3,1
63,48799.0,331,9,4440,3,1,12,0,3,7,2,0
76,52157.0,265,48,4226,3,1,10,0,3,5,2,0
64,66565.0,1065,80,4775,3,1,15,0,4,9,2,1
75,29298.0,11,60,4499,4,2,3,0,1,2,0,0
47,47691.0,21,43,4563,3,1,3,0,1,2,0,0
56,38200.0,17,19,4773,4,2,3,0,1,2,0,0
52,44989.0,369,26,4859,3,1,11,0,5,5,1,0
58,38443.0,38,58,4357,4,2,4,0,1,3,0,0
48,38593.0,177,42,4493,3,1,8,0,4,3,1,0
56,64413.0,279,27,4536,3,1,11,0,5,5,1,0
45,36959.0,62,56,4474,3,1,5,0,2,3,0,0
49,61996.0,1230,27,4718,3,1,18,4,6,8,4,1
58,51287.0,182,10,4293,4,2,8,0,4,3,1,0
56,13260.0,49,48,4514,4,2,6,0,3,3,0,0
60,47472.0,75,39,4490,4,2,6,0,2,4,0,0
70,54603.0,227,85,4559,4,2,10,0,4,4,2,0
52,45207.0,215,64,4800,4,2,10,1,3,6,1,0
75,40689.0,444,69,4672,3,1,13,0,7,5,1,1
59,47821.0,47,54,4456,4,2,4,0,1,3,0,0
75,27450.0,143,57,4644,2,0,6,0,2,3,1,0
43,39453.0,55,64,4291,3,1,5,0,2,3,0,0
55,26850.0,63,10,4276,4,2,7,0,2,4,1,0
71,79800.0,1867,65,4848,2,0,21,4,5,5,11,1
65,61794.0,611,74,4492,3,1,18,0,4,10,4,1
71,53863.0,473,4,4247,3,1,15,1,7,7,1,1
67,24221.0,55,94,4517,2,0,5,0,1,3,1,0
42,39684.0,81,41,4829,3,1,5,1,2,2,1,0
51,92163.0,2086,25,4768,2,0,21,3,5,5,11,1
61,69882.0,1478,94,4435,2,0,19,0,3,9,7,1
49,33178.0,49,9,4354,3,1,4,0,1,3,0,0
54,59973.0,382,47,4495,2,0,14,0,3,7,4,1
51,17459.0,69,12,4487,3,1,6,1,3,2,1,0
57,23910.0,67,80,4815,3,1,5,0,2,3,0,0
57,42169.0,30,20,4457,4,2,4,0,1,3,0,0
48,26224.0,63,39,4594,3,1,6,0,2,3,1,0
45,31089.0,79,57,4885,3,1,7,0,3,4,0,0
65,30081.0,42,27,4697,3,1,4,0,1,3,0,0
66,62807.0,819,83,4871,3,1,20,0,5,12,3,1
71,72906.0,1151,79,4489,2,0,16,0,3,9,4,1
78,61467.0,594,69,4771,4,2,17,0,5,10,2,1
60,49618.0,129,77,4723,4,2,7,0,3,3,1,0
40,21888.0,213,15,4751,3,1,8,1,5,2,1,0
53,42429.0,67,99,4342,3,1,5,0,1,3,1,0
70,26150.0,28,61,4679,5,3,4,0,1,3,0,0
51,30801.0,45,23,4815,3,1,4,0,1,3,0,0
61,81168.0,1193,84,4257,2,0,17,1,6,7,4,1
57,26877.0,268,74,4518,2,0,10,0,3,6,1,0
82,45006.0,266,90,4550,2,0,11,0,3,7,1,0
53,18978.0,37,41,4769,3,1,4,0,1,3,0,0
59,22574.0,37,28,4448,5,3,5,0,2,3,0,0
57,48240.0,882,73,4801,2,0,22,1,6,13,3,1
52,45837.0,373,88,4542,4,2,13,0,6,5,2,0
61,35791.0,35,94,4623,5,3,4,0,1,3,0,0
50,162397.0,107,31,4595,4,2,1,0,0,1,0,1
48,54162.0,42,31,4672,4,2,4,0,1,3,0,0
66,30522.0,326,6,4885,3,1,12,0,1,9,2,1
65,54456.0,404,23,4557,3,1,14,0,6,7,1,0
55,31632.0,95,92,4554,2,0,5,0,2,2,1,0
77,72298.0,939,52,4315,2,0,13,2,4,6,3,1
48,36975.0,33,50,4387,3,1,4,0,1,3,0,0
71,72635.0,981,54,4595,2,0,20,1,6,6,8,1
50,13624.0,36,93,4729,3,1,5,0,2,3,0,0
51,84196.0,1237,56,4595,3,1,19,0,8,7,4,1
66,70971.0,1825,28,4850,3,1,27,1,11,5,11,1
49,34487.0,103,94,4865,4,2,6,0,3,3,0,0
49,28769.0,191,76,4762,3,1,9,0,4,4,1,0
56,69084.0,1586,43,4426,3,1,23,0,7,13,3,1
68,65488.0,963,46,4220,2,0,13,0,3,6,4,1
56,62466.0,889,13,4369,3,1,21,0,6,12,3,1
66,32218.0,93,27,4338,2,0,6,2,2,3,1,0
53,83917.0,1587,12,4641,2,0,20,1,6,7,7,1
64,46102.0,16,3,4315,5,3,3,0,1,2,0,0
74,84574.0,1375,72,4594,2,0,31,0,9,11,11,1
64,56181.0,393,6,4741,3,1,13,0,4,7,2,0
76,63120.0,1477,53,4843,3,1,21,1,8,9,4,1
55,73691.0,1179,58,4439,3,1,16,1,6,8,2,1
66,63381.0,1005,78,4836,3,1,22,0,4,13,5,1
78,76140.0,1348,57,4251,2,0,20,0,5,6,9,1
67,62859.0,1307,37,4750,3,1,19,0,9,6,4,1
62,45906.0,486,20,4622,3,1,13,1,5,4,4,1
79,77632.0,2252,73,4680,2,0,12,3,4,6,2,1
55,46463.0,235,56,4519,4,2,10,0,3,6,1,0
56,105471.0,1724,36,4728,2,0,30,3,9,13,8,1
56,55282.0,235,9,4402,3,1,10,0,3,6,1,0
49,78710.0,1092,42,4241,3,1,25,0,7,12,6,1
68,66886.0,599,28,4490,3,1,15,0,7,7,1,1
66,98777.0,2008,23,4336,2,0,19,1,4,9,6,1
41,29103.0,48,38,4875,3,1,4,0,1,3,0,0
52,67445.0,1174,63,4890,3,1,27,0,9,12,6,1
76,50616.0,67,71,4281,3,1,6,0,1,4,1,0
71,49431.0,365,9,4899,3,1,13,0,7,5,1,0
51,153924.0,6,81,4346,2,0,0,0,0,0,0,1
73,61278.0,165,87,4380,3,1,8,0,3,4,1,0
68,26490.0,210,92,4849,2,0,9,0,3,5,1,0
79,73059.0,1095,36,4506,3,1,25,0,9,13,3,1
60,46734.0,223,86,4455,5,3,8,1,3,3,2,0
63,56253.0,597,83,4773,3,1,18,0,7,9,2,1
41,19986.0,22,74,4431,3,1,3,0,0,3,0,0
51,58330.0,1064,87,4390,3,1,23,0,6,13,4,1
46,25965.0,74,29,4864,2,0,5,0,2,3,0,0
70,14661.0,26,88,4748,2,0,4,0,1,3,0,0
67,18690.0,60,77,4752,2,0,4,0,1,2,1,0
52,45068.0,20,25,4613,3,1,3,0,1,2,0,0
39,21063.0,59,34,4481,3,1,5,0,2,3,0,0
58,29187.0,34,43,4620,3,1,4,0,1,3,0,0
55,54690.0,198,76,4438,4,2,9,0,3,5,1,0
62,59304.0,1048,81,4539,3,1,25,0,7,10,8,1
64,59247.0,574,87,4437,4,2,16,0,5,9,2,1
56,66731.0,1029,33,4859,3,1,13,0,4,6,3,1
46,77353.0,670,38,4399,3,1,18,0,6,8,4,1
51,52614.0,990,63,4779,3,1,14,0,2,8,4,1
52,26751.0,11,26,4242,4,2,3,0,1,2,0,0
63,81300.0,1241,17,4811,3,1,18,2,10,5,3,1
47,70337.0,576,75,4382,2,0,16,0,2,12,2,1
41,36145.0,172,13,4582,3,1,8,2,4,3,1,0
46,65295.0,664,19,4392,2,0,19,0,3,13,3,1
63,68118.0,928,51,4458,3,1,21,0,8,4,9,1
59,68743.0,2074,81,4872,2,0,29,0,11,13,5,1
44,41039.0,467,32,4543,2,0,14,0,8,5,1,1
71,38946.0,257,84,4452,3,1,10,0,3,6,1,0
59,65777.0,1146,87,4396,2,0,16,0,2,6,8,1
50,66476.0,689,99,4683,3,1,18,0,5,11,2,1
54,86857.0,2114,96,4859,2,0,21,1,5,10,6,1
44,160803.0,1717,21,4898,2,0,29,0,0,1,28,1
37,77845.0,1346,40,4248,2,0,20,2,3,12,5,1
57,69476.0,1044,3,4476,2,0,14,0,4,4,6,1
66,50611.0,493,98,4837,3,1,16,2,4,7,5,1
56,61209.0,957,73,4512,2,0,12,0,5,4,3,1
68,42315.0,270,90,4556,3,1,9,0,1,4,4,1
74,13084.0,29,29,4443,2,0,4,0,1,3,0,0
77,47570.0,121,3,4600,4,2,6,1,2,2,2,0
65,61923.0,126,94,4542,4,2,7,0,2,4,1,0
31,34824.0,23,65,4299,2,0,3,0,1,2,0,0
77,26518.0,57,33,4651,4,2,5,1,2,3,0,0
65,45938.0,636,46,4442,2,0,18,0,8,6,4,1
66,78468.0,1004,29,4285,2,0,27,1,10,10,7,1
53,78901.0,734,99,4489,3,1,17,0,9,5,3,1
48,71427.0,614,26,4313,4,2,18,0,8,8,2,1
48,71022.0,1453,30,4342,3,1,18,1,5,11,2,1
38,90247.0,1621,27,4265,2,0,14,4,3,7,4,1
58,41335.0,187,24,4389,3,1,9,0,4,4,1,0
40,71952.0,1443,93,4739,3,1,20,2,8,8,4,1
56,35682.0,57,34,4206,3,1,5,0,1,3,1,0
75,43185.0,637,88,4649,3,1,18,0,9,6,3,1
78,66375.0,948,96,4424,3,1,11,1,2,5,4,1
55,35178.0,59,10,4739,3,1,4,2,1,2,1,0
40,25252.0,18,26,4556,3,1,3,0,1,2,0,0
61,55250.0,903,49,4820,3,1,22,0,7,10,5,1
51,33249.0,112,11,4698,3,1,6,0,2,3,1,0
73,58398.0,596,44,4615,2,0,17,0,5,8,4,1
44,50272.0,233,75,4530,3,1,10,0,4,5,1,0
51,76618.0,1511,64,4773,2,0,10,0,3,5,2,1
66,87305.0,1152,19,4848,2,0,16,2,5,8,3,1
48,25851.0,48,45,4707,3,1,5,0,2,3,0,0
56,58710.0,1185,77,4659,3,1,25,0,11,9,5,1
68,45160.0,21,9,4296,4,2,3,0,1,2,0,0
61,74806.0,965,1,4761,3,1,14,0,5,5,4,1
72,59111.0,869,90,4627,2,0,20,0,11,8,1,1
42,18988.0,16,43,4241,3,1,4,0,1,3,0,0
61,72190.0,1947,79,4705,2,0,15,0,5,4,6,1
50,7500.0,71,19,4901,3,1,7,2,4,2,1,0
60,44794.0,65,99,4225,3,1,5,0,2,3,0,0
71,80395.0,1380,62,4422,2,0,23,1,6,12,5,1
50,75012.0,1027,41,4359,2,0,22,0,3,11,8,1
61,56962.0,411,60,4465,5,3,14,0,6,5,3,0
35,89891.0,836,17,4644,2,0,25,1,11,8,6,1
77,35946.0,11,24,4479,4,2,3,0,0,3,0,0
73,53593.0,480,60,4895,4,2,15,0,7,6,2,0
48,66373.0,606,57,4586,4,2,16,0,4,10,2,1
78,45072.0,284,74,4460,5,3,11,0,6,4,1,0
53,89694.0,1472,22,4467,4,2,11,3,4,4,3,1
77,72025.0,1677,46,4265,2,0,25,4,4,13,8,1
53,67432.0,1335,69,4661,3,1,17,0,8,4,5,1
74,70545.0,334,29,4230,3,1,12,0,4,7,1,0
37,17487.0,18,37,4672,3,1,3,0,1,2,0,0
57,62882.0,1338,26,4893,3,1,18,0,7,6,5,1
73,64108.0,1099,8,4667,3,1,26,0,6,11,9,1
70,34941.0,97,26,4684,4,2,6,0,3,3,0,0
76,48767.0,63,79,4383,5,3,6,0,2,3,1,0
48,38702.0,109,71,4536,3,1,7,0,3,4,0,0
62,82224.0,902,83,4359,2,0,20,1,6,5,9,1
74,83844.0,1574,57,4617,2,0,19,1,4,11,4,1
51,17003.0,38,37,4406,3,1,6,0,2,4,0,0
31,71163.0,960,30,4316,2,0,23,0,3,12,8,1
56,33697.0,28,34,4491,3,1,3,1,1,2,0,0
72,63564.0,1215,0,4355,2,0,27,2,10,7,10,1
54,83443.0,1497,89,4384,2,0,21,0,6,5,10,1
68,51518.0,449,92,4473,3,1,15,0,3,10,2,1
51,58330.0,1064,87,4390,3,1,23,0,6,13,4,1
57,80952.0,1757,20,4690,2,0,24,4,8,11,5,1
47,75507.0,1440,56,4262,2,0,20,0,8,6,6,1
48,63855.0,1006,28,4709,2,0,23,0,7,13,3,1
54,62220.0,1226,55,4891,3,1,18,1,7,5,6,1
62,58512.0,1171,25,4487,3,1,15,0,3,8,4,1
47,40662.0,92,0,4675,3,1,6,0,2,3,1,0
67,38829.0,99,86,4288,3,1,7,0,3,2,2,0
45,35523.0,66,8,4473,3,1,6,0,3,3,0,0
59,79146.0,564,33,4270,4,2,17,0,8,8,1,1
38,78285.0,1427,13,4448,2,0,20,0,6,10,4,1
48,31626.0,86,12,4619,3,1,5,2,2,2,1,0
74,75127.0,833,92,4242,2,0,18,0,2,5,11,1
71,48726.0,242,90,4632,3,1,9,0,3,4,2,0
49,74985.0,1869,8,4860,2,0,16,0,3,7,6,1
39,67430.0,1364,6,4866,2,0,28,0,11,12,5,1
61,46891.0,183,91,4505,3,1,7,0,2,4,1,0
70,62058.0,450,52,4603,3,1,14,0,6,7,1,0
47,72063.0,758,3,4565,3,1,19,0,5,12,2,1
75,78939.0,1507,57,4403,2,0,19,0,8,6,5,1
61,42720.0,654,9,4635,4,2,17,1,7,7,3,1
54,33622.0,81,22,4646,4,2,6,0,2,4,0,0
69,6835.0,137,76,4772,3,1,1,0,0,1,0,1
73,41452.0,16,86,4684,4,2,3,0,1,2,0,0
61,40760.0,93,64,4507,3,1,6,0,2,3,1,0
68,74250.0,1158,90,4358,2,0,17,0,2,4,11,1
71,51124.0,43,79,4397,4,2,4,0,1,3,0,0
55,72258.0,1525,28,4494,3,1,20,0,6,5,9,1
52,71466.0,1230,86,4289,2,0,18,0,4,10,4,1
50,36283.0,29,42,4280,4,2,4,0,1,3,0,0
56,20587.0,25,39,4253,3,1,4,0,1,2,1,0
54,30467.0,24,8,4306,3,1,3,0,1,2,0,0
54,31590.0,38,40,4580,3,1,4,0,1,3,0,0
40,20425.0,57,5,4812,3,1,5,0,2,3,0,0
66,17144.0,47,96,4338,4,2,7,0,3,4,0,0
58,42564.0,813,28,4747,3,1,18,2,6,4,8,1
48,43783.0,629,22,4235,3,1,16,1,7,8,1,1
50,40780.0,377,30,4863,3,1,13,0,7,5,1,0
81,62847.0,1612,45,4734,2,0,13,0,3,4,6,1
69,82017.0,729,58,4803,2,0,16,4,5,7,4,1
76,16813.0,50,49,4549,2,0,5,1,2,3,0,0
48,51267.0,270,37,4447,4,2,11,0,3,5,3,0
65,46524.0,177,70,4654,3,1,7,0,1,5,1,0
64,45183.0,315,33,4729,2,0,12,1,4,7,1,0
72,70421.0,767,98,4205,3,1,20,0,10,7,3,1
61,60161.0,1071,17,4818,3,1,23,0,11,8,4,1
53,73926.0,1580,54,4688,2,0,23,0,6,12,5,1
58,19329.0,60,39,4401,3,1,7,0,4,3,0,0
56,61872.0,573,81,4402,3,1,17,0,4,9,4,1
70,46984.0,41,71,4664,4,2,4,0,1,3,0,0
75,34838.0,170,62,4730,4,2,7,0,2,4,1,0
82,82716.0,1167,8,4440,2,0,27,0,6,13,8,1
68,48192.0,1526,76,4653,2,0,22,4,2,12,8,1
50,49681.0,458,66,4441,4,2,15,0,7,7,1,0
55,56850.0,63,83,4302,3,1,5,0,1,3,1,0
69,55267.0,405,28,4455,3,1,13,0,3,6,4,1
54,59666.0,1027,87,4668,4,2,13,1,3,8,2,1
54,72504.0,1478,43,4653,3,1,20,0,5,6,9,1
45,26872.0,72,0,4460,2,0,4,0,1,2,1,0
54,21359.0,48,1,4639,3,1,5,1,2,3,0,0
51,73170.0,726,1,4233,2,0,15,0,5,6,4,1
71,52750.0,860,72,4714,3,1,21,0,5,9,7,1
40,91820.0,1497,72,4422,2,0,22,0,5,12,5,1
56,65968.0,495,12,4252,3,1,16,0,5,7,4,1
50,30772.0,20,89,4313,4,2,3,0,1,2,0,0
72,22507.0,570,67,4786,2,0,16,0,10,4,2,1
54,65685.0,769,54,4296,3,1,20,0,9,9,2,1
48,25804.0,55,34,4505,3,1,5,0,2,3,0,0
46,76412.0,1808,15,4624,2,0,17,3,5,8,4,1
54,22063.0,55,43,4529,3,1,5,0,2,3,0,0
65,57091.0,577,0,4218,2,0,17,2,7,7,3,1
63,22419.0,162,74,4641,2,0,7,0,3,2,2,0
67,87771.0,1957,61,4607,3,1,19,5,5,4,10,1
67,78353.0,1576,51,4643,3,1,23,0,10,11,2,1
72,93404.0,1616,97,4622,5,3,14,2,3,7,4,1
64,37859.0,36,75,4737,5,3,4,0,1,3,0,0
68,80995.0,1482,83,4618,3,1,21,0,8,4,9,1
42,16529.0,22,23,4324,3,1,4,0,1,3,0,0
50,55412.0,63,65,4423,4,2,5,0,2,3,0,0
34,48789.0,680,94,4861,2,0,17,0,6,7,4,1
59,56575.0,542,42,4624,4,2,17,0,7,7,3,0
46,25130.0,50,10,4474,3,1,5,0,2,3,0,0
59,35441.0,39,94,4704,4,2,4,0,1,3,0,0
70,71391.0,1043,50,4661,3,1,23,0,6,12,5,1
54,49494.0,385,46,4634,3,1,12,0,6,5,1,0
46,81702.0,1633,98,4848,2,0,26,0,7,12,7,1
46,45889.0,46,42,4566,3,1,4,0,1,3,0,0
49,56628.0,761,30,4304,3,1,18,1,7,5,6,1
76,34026.0,76,11,4532,4,2,6,0,2,3,1,0
52,40049.0,290,61,4781,3,1,11,0,3,6,2,0
38,34176.0,89,12,4252,3,1,7,0,3,4,0,0
45,19419.0,70,76,4800,3,1,7,0,4,3,0,0
66,82504.0,1066,2,4541,2,0,16,0,3,7,6,1
56,81205.0,2009,43,4371,2,0,18,4,5,7,6,1
35,61618.0,1345,27,4842,2,0,17,0,3,8,6,1
70,55284.0,764,60,4756,3,1,20,0,7,8,5,1
63,49980.0,195,79,4453,3,1,9,0,3,5,1,0
46,15072.0,53,96,4619,4,2,7,0,3,3,1,0
52,49166.0,368,17,4585,3,1,11,0,5,3,3,1
72,65324.0,544,0,4373,3,1,17,0,6,9,2,1
69,82347.0,1853,38,4804,2,0,24,2,7,10,7,1
60,30843.0,35,43,4238,4,2,4,1,1,2,1,0
52,46374.0,446,1,4308,3,1,15,3,7,7,1,1
47,60474.0,1180,25,4658,3,1,24,0,10,12,2,1
53,38576.0,41,2,4321,3,1,4,0,1,3,0,0
41,55357.0,727,66,4699,4,2,19,0,6,11,2,1
60,37758.0,40,49,4837,4,2,4,0,1,3,0,0
37,85710.0,1062,5,4624,2,0,25,1,6,10,9,1
57,23228.0,40,71,4358,3,1,5,0,2,3,0,0
57,44602.0,292,35,4338,4,2,11,0,6,4,1,0
39,7500.0,15,94,4740,2,0,3,0,0,3,0,0
37,38683.0,341,80,4837,3,1,11,0,4,6,1,0
51,49514.0,369,61,4398,3,1,11,0,6,4,1,1
53,57906.0,401,29,4587,3,1,14,0,4,8,2,0
60,43456.0,393,0,4664,3,1,14,0,5,8,1,0
40,19485.0,10,80,4482,4,2,3,0,1,2,0,0
48,53172.0,486,54,4623,3,1,13,0,2,8,3,1
47,30545.0,69,71,4824,3,1,5,0,2,3,0,0
43,70123.0,1727,27,4478,2,0,16,2,5,4,7,1
67,62450.0,995,61,4378,3,1,14,1,5,4,5,1
50,21675.0,45,55,4222,3,1,7,0,4,3,0,0
45,42395.0,182,35,4290,4,2,8,0,3,4,1,0
48,61346.0,989,34,4470,3,1,22,0,5,10,7,1
73,80812.0,1677,95,4489,2,0,17,3,4,5,8,1
55,42835.0,595,64,4568,4,2,16,0,6,4,6,1
43,39922.0,156,30,4704,3,1,7,0,3,4,0,0
70,86424.0,1226,12,4289,2,0,27,0,6,12,9,1
48,17117.0,128,96,4732,3,1,7,0,3,3,1,0
54,24762.0,86,16,4343,3,1,6,2,3,2,1,0
51,35797.0,68,16,4825,3,1,5,0,2,3,0,0
51,36627.0,16,78,4545,4,2,3,0,0,3,0,0
45,51111.0,55,83,4214,4,2,5,0,2,3,0,0
54,86857.0,2114,96,4859,2,0,21,1,5,10,6,1
56,82072.0,2018,67,4566,2,0,18,0,3,13,2,1
73,46231.0,263,87,4784,5,3,11,0,6,4,1,0
67,42243.0,55,34,4404,4,2,5,0,2,3,0,0
64,51195.0,564,46,4658,4,2,16,0,9,5,2,1
48,68092.0,1281,7,4399,2,0,18,0,2,10,6,1
53,31814.0,83,73,4709,3,1,5,1,2,3,0,0
61,51390.0,353,54,4863,4,2,12,0,5,5,2,0
43,76630.0,1003,93,4370,2,0,24,0,3,11,10,1
35,26868.0,14,52,4264,3,1,3,0,1,2,0,0
83,48948.0,902,53,4717,2,0,22,2,7,5,10,1
54,55260.0,1139,81,4768,3,1,23,0,8,5,10,1
70,64090.0,797,8,4530,3,1,19,1,6,4,9,1
68,78331.0,1638,97,4361,3,1,23,0,10,7,6,1
52,37087.0,401,50,4526,3,1,14,0,4,8,2,1
40,21846.0,84,38,4454,3,1,7,0,4,3,0,0
68,81320.0,928,61,4712,2,0,17,0,4,10,3,1
56,54137.0,203,46,4521,3,1,9,0,4,4,1,0
59,66825.0,858,73,4554,2,0,15,0,4,6,5,1
53,57100.0,409,19,4411,2,0,12,0,3,6,3,1
57,58917.0,282,10,4666,5,3,11,0,4,6,1,0
49,85072.0,1423,94,4285,2,0,17,0,3,10,4,1
65,86429.0,1449,10,4424,2,0,18,2,7,7,4,1
55,45684.0,28,37,4413,3,1,3,0,1,2,0,0
52,47889.0,67,94,4380,3,1,5,0,2,3,0,0
40,45921.0,199,23,4315,2,0,9,0,2,6,1,0
60,78420.0,1453,75,4569,2,0,21,0,3,8,10,1
34,75114.0,1253,40,4438,2,0,18,0,3,5,10,1
63,52278.0,1198,24,4724,3,1,25,1,10,10,5,1
54,35641.0,178,11,4554,3,1,8,1,3,4,1,0
32,95529.0,1990,29,4777,2,0,17,2,7,7,3,1
